College Code,College Name,Branch Code,Branch Name,Year_2017,OC_2017,BC_2017,BCM_2017,MBC_2017,SC_2017,SCA_2017,ST_2017,OCRank_2017,BCRank_2017,BCMRank_2017,MBCRank_2017,SCRank_2017,SCARank_2017,STRank_2017,Year_2018,OC_2018,BC_2018,BCM_2018,MBC_2018,SC_2018,SCA_2018,ST_2018,OCRank_2018,BCRank_2018,BCMRank_2018,MBCRank_2018,SCRank_2018,SCARank_2018,STRank_2018,Year_2019,OC_2019,BC_2019,BCM_2019,MBC_2019,SC_2019,SCA_2019,ST_2019,OCRank_2019,BCRank_2019,BCMRank_2019,MBCRank_2019,SCRank_2019,SCARank_2019,STRank_2019
2615,"GOVERNMENT COLLEGE OF ENGINEERING - SALEM (AUTONOMOUS),NH 7, BANGALORE HIGHWAY,,SALEM DIST, PIN - 636011.",ME,15,2017,194.75,194,191.75,193.5,185.25,186,175,7498,8894,13402,9758,25255,24077,42180,2018,190,187.5,184.5,186,159.25,167.75,149.25,10207,13620,17597,15496,44754,36125,54401,2019,174,166.5,163.5,164,136,121,150.5,12573,17791,20236,19969,42662,57332,30262
2615,"GOVERNMENT COLLEGE OF ENGINEERING - SALEM (AUTONOMOUS),NH 7, BANGALORE HIGHWAY,,SALEM DIST, PIN - 636011.",MT,62,2017,193.5,192,189,190.75,176,173,161.25,10005,12600,18846,14947,40274,45346,63205,2018,189,187,181.75,185,159.5,187.75,163.5,11661,14309,21008,16741,44596,13345,40512,2019,174,169,162,165,133,155,109.5,12425,16043,21143,19020,45447,26897,69983
2617,"SENGUNTHAR ENGINEERING COLLEGE,KUMARAMANGALAM (POST) , KOSAVAMPALAYAM (VILLAGE),NAMAKKAL DIST, PIN - 637205.",CS,5,2017,121.75,115.5,134905,100.25,134905,134905,134905,112612,118394,134905,128847,134905,134905,134905,2018,111.5,88.25,134905,86.75,134905,134905,134905,87230,100681,134905,101169,134905,134905,134905,2019,81,134905,134905,134905,134905,134905,134905,100072,134905,134905,134905,134905,134905,134905
2617,"SENGUNTHAR ENGINEERING COLLEGE,KUMARAMANGALAM (POST) , KOSAVAMPALAYAM (VILLAGE),NAMAKKAL DIST, PIN - 637205.",EE,7,2017,128,91,134905,89.25,134905,134905,134905,106178,132805,134905,133368,134905,134905,134905,2018,97,134905,134905,134905,134905,134905,134905,96655,134905,134905,134905,134905,134905,134905,2019,82,134905,134905,134905,134905,134905,134905,98878,134905,134905,134905,134905,134905,134905
2617,"SENGUNTHAR ENGINEERING COLLEGE,KUMARAMANGALAM (POST) , KOSAVAMPALAYAM (VILLAGE),NAMAKKAL DIST, PIN - 637205.",EC,9,2017,137,95,134905,82.75,134905,134905,134905,96161,131442,134905,134510,134905,134905,134905,2018,84.25,134905,134905,134905,134905,134905,134905,101937,134905,134905,134905,134905,134905,134905,2019,92,134905,134905,134905,134905,134905,134905,89622,134905,134905,134905,134905,134905,134905
2617,"SENGUNTHAR ENGINEERING COLLEGE,KUMARAMANGALAM (POST) , KOSAVAMPALAYAM (VILLAGE),NAMAKKAL DIST, PIN - 637205.",ME,15,2017,139,99.25,134905,87.5,134905,134905,134905,93653,129365,134905,133781,134905,134905,134905,2018,124,90.75,122.5,79.5,101.75,96,134905,77314,99726,78505,103096,93894,97223,134905,2019,80,134905,134905,134905,134905,134905,134905,100624,134905,134905,134905,134905,134905,134905
2618,"SONA COLLEGE OF TECHNOLOGY (AUTONOMOUS),JUNCTION MAIN ROAD,,SALEM DIST, PIN - 636005.",CE,3,2017,177.25,166.75,148,168.75,138,112.5,134905,38400,54782,82006,51882,94875,120815,134905,2018,157.25,96.5,125.75,124.5,88.25,103.5,134905,46836,96909,75797,76934,100652.75,92744,134905,2019,115.5,80.5,88.5,91,91.5,134905,134905,63517,100403,92817,90361,90072,134905,134905
2618,"SONA COLLEGE OF TECHNOLOGY (AUTONOMOUS),JUNCTION MAIN ROAD,,SALEM DIST, PIN - 636005.",CS,5,2017,184.25,180.25,168.75,174.5,113.5,87.25,169.5,27041,33454,51641,42726,120075,133818,50737,2018,176.25,170.75,145.75,162,94,103,134905,27128,33124,57703,42109,98292,93134.5,134905,2019,165.5,158.5,136.5,146,83.5,99.5,134905,18625,23930,42347,33834,97691,81376,134905
2618,"SONA COLLEGE OF TECHNOLOGY (AUTONOMOUS),JUNCTION MAIN ROAD,,SALEM DIST, PIN - 636005.",EE,7,2017,184,180.5,166,178.25,145,135.25,134905,27493,32993,56070,36930,85987,98244,134905,2018,167.5,151.25,131.25,153,117.75,151,114.5,36586,52623,71137,51031,82230,52842,84790,2019,147.5,128.5,110,132.5,87,88.5,113,32718,49815,69662,46097,94441,93161,65812
2618,"SONA COLLEGE OF TECHNOLOGY (AUTONOMOUS),JUNCTION MAIN ROAD,,SALEM DIST, PIN - 636005.",EC,9,2017,187,183.25,170.25,178.75,145.75,128.75,134905,22357,28428,49550,36170,84828,105433,134905,2018,177.75,168.25,130.5,160.75,107.5,134905,98,25610,35639,71679,43237,90118,134905,96134,2019,153,145.5,136.5,135,80,109,134905,28351,34248,42174,43468,101190,70763,134905
2618,"SONA COLLEGE OF TECHNOLOGY (AUTONOMOUS),JUNCTION MAIN ROAD,,SALEM DIST, PIN - 636005.",ME,15,2017,180.75,176.75,174.75,175.25,142.75,119.75,155,32796,39150,42338,41768,88766,114657,71906,2018,158,140,139.75,135.5,97.75,92.25,120.25,46081,63229,63485,67124,96212,99113,80372,2019,127,105.5,104,100.5,87,103.5,108.5,51254,74501,76347,80451,94273,76608,71035
2618,"SONA COLLEGE OF TECHNOLOGY (AUTONOMOUS),JUNCTION MAIN ROAD,,SALEM DIST, PIN - 636005.",IT,33,2017,178.75,175.25,166.75,170.25,113,160.5,134905,36083,41597,54884,49613,120460,64129,134905,2018,165.75,161.75,134.5,147.75,112.25,134905,134905,38323,42374,68008,55891,86728,134905,134905,2019,153,146.5,133,139.5,80,80,134905,28416,33483,45485,39447,100639,100802,134905
2618,"SONA COLLEGE OF TECHNOLOGY (AUTONOMOUS),JUNCTION MAIN ROAD,,SALEM DIST, PIN - 636005.",FT,50,2017,167.5,154,150,129.5,118.5,134905,134905,53784,73547,78976,104591,115611,134905,134905,2018,153.5,123,118.5,79.5,100,113.25,134905,50514,78017,81734,103067,94869,85956.5,134905,2019,128,92,93.5,81.5,83,94,134905,50133,89234,87715,99325,98397,87347,134905
2620,"VIVEKANANDHA COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),ELAYAMPALAYAM (POST) , ELAYAMPALAYAM (VILLAGE),NAMAKKAL DIST, PIN - 637205.",CS,5,2017,156.5,131.5,104.5,94.5,119.5,134905,134905,69829,102648,126363,131558,114918,134905,134905,2018,154.5,112,145.75,95.5,111.5,134905,134905,49577,86786,57662,97426,87305,134905,134905,2019,128.5,98,98.5,80,84,103,87,49762,82857,82385,100779,97393,77225,94610
2620,"VIVEKANANDHA COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),ELAYAMPALAYAM (POST) , ELAYAMPALAYAM (VILLAGE),NAMAKKAL DIST, PIN - 637205.",EE,7,2017,152.25,103,134905,126,145.5,134905,134905,76119,127238,134905,108382,85229,134905,134905,2018,92.75,134905,134905,134905,83.25,84.25,134905,98944,134905,134905,134905,102243,101966,134905,2019,108,90,134905,89,84,89,134905,71422,91567,134905,92325,97427,92290,134905
2620,"VIVEKANANDHA COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),ELAYAMPALAYAM (POST) , ELAYAMPALAYAM (VILLAGE),NAMAKKAL DIST, PIN - 637205.",EC,9,2017,149.5,128.25,133.75,86.5,134905,140,81,79723,106072,99990,133979,134905,92429,134669,2018,162,110.25,134905,113.25,134905,109,134905,42014,88139,134905,85890,134905,88979,134905,2019,130,97.5,111,81,88,113,134905,48558,83383,68361,99793,93326,66002,134905
2620,"VIVEKANANDHA COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),ELAYAMPALAYAM (POST) , ELAYAMPALAYAM (VILLAGE),NAMAKKAL DIST, PIN - 637205.",IT,33,2017,162.5,134,140.25,114,134905,134905,134905,61094,99733,91972,119669,134905,134905,134905,2018,160.5,101,134905,92.5,125.75,134905,134905,43604,94403,134905,99037,75825,134905,134905,2019,136,116.5,134905,82,97,133,134905,42544,62090,134905,98857,83986,45353,134905
2620,"VIVEKANANDHA COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),ELAYAMPALAYAM (POST) , ELAYAMPALAYAM (VILLAGE),NAMAKKAL DIST, PIN - 637205.",BT,39,2017,175.25,162.25,170.25,153.5,113.5,134905,134905,41651,61437,49688,74175,120144,134905,134905,2018,179.75,145.25,174.25,153,94.75,155.75,134905,23128,58228,29472,50875,97903,48274,134905,2019,147,131,105,111,112.5,138.5,134905,33096,47189,75393,68193,66434,40308,134905
2621,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING,KONERIPALLI (POST) , NALLAGANAKOTHAPALLI,KRISHNAGIRI DIST, PIN - 635117.",CE,3,2017,114,114,134905,80.75,134905,134905,134905,119596,119782,134905,134686,134905,134905,134905,2018,90,134905,134905,134905,134905,134905,134905,100036.5,134905,134905,134905,134905,134905,134905,2019,78,134905,134905,134905,134905,134905,134905,101668,134905,134905,134905,134905,134905,134905
2621,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING,KONERIPALLI (POST) , NALLAGANAKOTHAPALLI,KRISHNAGIRI DIST, PIN - 635117.",CS,5,2017,157.5,103,134905,112.75,107,134905,134905,68477,127298,134905,120722,124749,134905,134905,2018,165.75,125,120,127.5,79.5,134905,134905,38273,76504,80448,74263,103100,134905,134905,2019,123.5,85.5,91,79.5,86,134905,134905,54947,95708,90717,101508,95587,134905,134905
2621,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING,KONERIPALLI (POST) , NALLAGANAKOTHAPALLI,KRISHNAGIRI DIST, PIN - 635117.",EE,7,2017,142.75,89.25,140.5,84.75,101.5,134905,134905,88934,133370,91548,134278,128185,134905,134905,2018,142.25,104,115.75,82,135.25,134905,134905,61101,92370,83881,102544,67281,134905,134905,2019,84.5,134905,134905,79,82,134905,134905,96888,134905,134905,101545,98929,134905,134905
2621,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING,KONERIPALLI (POST) , NALLAGANAKOTHAPALLI,KRISHNAGIRI DIST, PIN - 635117.",EC,9,2017,150.75,94.5,89.5,88.75,124.25,134905,134905,77881,131593,133263,133517,110218,134905,134905,2018,136.25,88.75,90,82,96.5,110.75,134905,66474,100511,100059,102500,96915,87783,134905,2019,89,80.5,134905,86.5,80,112,134905,92480,100461,134905,95237,101282,67007,134905
2621,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING,KONERIPALLI (POST) , NALLAGANAKOTHAPALLI,KRISHNAGIRI DIST, PIN - 635117.",ME,15,2017,149,103.25,104,113.25,139.5,134905,134905,80688,127185,126712,120309,92827,134905,134905,2018,111.25,87,134905,90.5,87.5,109.25,134905,87485,101097,134905,99910,100959,88887,134905,2019,81,134905,134905,103,134905,134905,134905,99822,134905,134905,77308,134905,134905,134905
2621,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING,KONERIPALLI (POST) , NALLAGANAKOTHAPALLI,KRISHNAGIRI DIST, PIN - 635117.",AE,30,2017,147.5,90.75,116.25,82.25,144.25,134905,134905,82401,132915,117909,134560,86787,134905,134905,2018,84.25,134905,134905,78.5,82,134905,134905,101947,134905,134905,103281,102498,134905,134905,2019,80,134905,134905,134905,134905,134905,134905,100653,134905,134905,134905,134905,134905,134905
2621,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING,KONERIPALLI (POST) , NALLAGANAKOTHAPALLI,KRISHNAGIRI DIST, PIN - 635117.",IT,33,2017,115.25,94,134905,78,112.5,134905,134905,118743,131764,134905,134884.5,120867,134905,134905,2018,124,97.25,100.25,97,134905,134905,134905,77305,96468,94710,96695,134905,134905,134905,2019,112.5,84,93,80.5,86,102,134905,66516,97349,88465,100486,95692,78678,134905
2621,"ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING,KONERIPALLI (POST) , NALLAGANAKOTHAPALLI,KRISHNAGIRI DIST, PIN - 635117.",MC,42,2017,114.25,89.5,134905,86.5,113.5,134905,134905,119468,133271,134905,133989,120200,134905,134905,2018,90.25,134905,134905,134905,134905,134905,134905,100022,134905,134905,134905,134905,134905,134905,2019,85,134905,134905,134905,134905,134905,134905,96480,134905,134905,134905,134905,134905,134905
2622,"V.S.B. ENGINEERING COLLEGE,N.H.67, KARUR - COIMBATORE MAIN ROAD,KARUR DIST, PIN - 639111.",CE,3,2017,165.5,105,134905,104.5,96,134905,134905,56873,126082,134905,126277,130923,134905,134905,2018,155.5,92.5,134905,113.25,77.75,86,134905,48543,99044.5,134905,85768,103418,101424,134905,2019,118.5,97,122,88,86.5,112.5,89.5,60253,83947,56384,93741,94861,66650,91996
2622,"V.S.B. ENGINEERING COLLEGE,N.H.67, KARUR - COIMBATORE MAIN ROAD,KARUR DIST, PIN - 639111.",CS,5,2017,181.25,163.25,134905,124,108.25,134905,134905,31788,60055,134905,110349,123947,134905,134905,2018,180.5,157.75,110.75,123.5,85,160.25,134905,22422,46183,87717,77566,101787,43873,134905,2019,163,133.5,86,96,80.5,99.5,155.5,20463,44835,95592,85091,100141,81370,26322
2622,"V.S.B. ENGINEERING COLLEGE,N.H.67, KARUR - COIMBATORE MAIN ROAD,KARUR DIST, PIN - 639111.",EE,7,2017,181,156,169.75,109.25,134905,134905,134905,32459,70616,50423,123196,134905,134905,134905,2018,181.5,141.5,134905,125,122.5,141,134905,21117,61856,134905,76331,78484,62375,134905,2019,160.5,132,123.5,86.5,89.5,98.5,134905,22597,46120,54851,95191,91797,82447,134905
2622,"V.S.B. ENGINEERING COLLEGE,N.H.67, KARUR - COIMBATORE MAIN ROAD,KARUR DIST, PIN - 639111.",EC,9,2017,184,164.25,174.25,125.5,148,134905,134905,27455,58699,43255,108990,81821,134905,134905,2018,181,147.5,139,111.25,82.25,112.75,134905,21860,56203,64045,87467,102456,86166,134905,2019,160.5,131,116.5,107.5,83.5,111,107,22335,47531,62380,72388,97905,68074,72706
2622,"V.S.B. ENGINEERING COLLEGE,N.H.67, KARUR - COIMBATORE MAIN ROAD,KARUR DIST, PIN - 639111.",ME,15,2017,155.5,132.75,116.25,101.5,134905,134905,125.5,71253,101046,117885,128184,134905,134905,108931,2018,152.5,91.75,134905,85.75,84.25,81.25,134905,51375,99301,134905,101542,101965,102717,134905,2019,117.5,86.5,102.5,83,81,86,134,60884,94870,77799,97993,99643,95620,44553
2622,"V.S.B. ENGINEERING COLLEGE,N.H.67, KARUR - COIMBATORE MAIN ROAD,KARUR DIST, PIN - 639111.",IT,33,2017,180.5,143,179.75,105.75,134905,134905,134905,33332,88400,34377,125507,134905,134905,134905,2018,180.5,151.5,116.25,113.5,80.5,111,134905,22425,52280,83543,85592,102866,87541,134905,2019,162.5,126,112.5,99,88,89,93.5,21069,52030,66753,81988,93678,92786,87560
2623,"MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA SALEM CAMPUS, ATTUR-SALEM MAIN ROAD,,SALEM DIST, PIN - 636106.",CS,5,2017,133.25,98.5,134905,92.25,134905,134905,134905,100523,129751,134905,132486,134905,134905,134905,2018,93.5,134905,134905,84.75,86.75,134905,134905,98501,134905,134905,101798,101190.5,134905,134905,2019,94.5,84.5,134905,82.5,80,88,134905,86699,96786,134905,98640,100858,93349,134905
2623,"MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA SALEM CAMPUS, ATTUR-SALEM MAIN ROAD,,SALEM DIST, PIN - 636106.",EE,7,2017,106,85.75,134905,88,134905,134905,134905,125337,134135,134905,133637,134905,134905,134905,2018,95,134905,134905,134905,134905,134905,134905,97842,134905,134905,134905,134905,134905,134905,2019,95.5,88.5,86,134905,80,134905,134905,85665,93226,95409,134905,101404,134905,134905
2623,"MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA SALEM CAMPUS, ATTUR-SALEM MAIN ROAD,,SALEM DIST, PIN - 636106.",EC,9,2017,141,94.25,134905,91.5,134905,134905,134905,90960,131721,134905,132715,134905,134905,134905,2018,126.5,96.5,104,91.25,134905,134905,134905,75095,96871,92524,99529,134905,134905,134905,2019,84.5,81,134905,134905,80,82,134905,96804,99991,134905,134905,101426,98859,134905
2623,"MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA SALEM CAMPUS, ATTUR-SALEM MAIN ROAD,,SALEM DIST, PIN - 636106.",ME,15,2017,85.25,134905,134905,134905,134905,134905,134905,134218,134905,134905,134905,134905,134905,134905,2018,87.5,134905,134905,134905,134905,134905,134905,100914,134905,134905,134905,134905,134905,134905,2019,78.5,134905,107.5,134905,134905,134905,134905,101626,134905,72352,134905,134905,134905,134905
2623,"MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA SALEM CAMPUS, ATTUR-SALEM MAIN ROAD,,SALEM DIST, PIN - 636106.",BM,40,2017,162.25,145,107.5,151.5,142.5,81.25,134905,61483,85862,124429,76950,89221,134648,134905,2018,156.25,93.25,154.75,109.25,101.25,134905,134905,47739,98564,49219,88940,94197,134905,134905,2019,117.5,90,101.5,82,105,82.5,134905,61372,91523,79118,98927,75088,98649,134905
2624,"GNANAMANI COLLEGE OF TECHNOLOGY,NH-7,,NAMAKKAL DIST, PIN - 637018.",CE,3,2017,80,134905,134905,134905,134905,134905,134905,134764,134905,134905,134905,134905,134905,134905,2018,89.5,134905,134905,134905,134905,134905,134905,100268,134905,134905,134905,134905,134905,134905,2019,81,134905,134905,134905,134905,134905,134905,99974,134905,134905,134905,134905,134905,134905
2624,"GNANAMANI COLLEGE OF TECHNOLOGY,NH-7,,NAMAKKAL DIST, PIN - 637018.",CS,5,2017,149.25,95.75,101.5,116,134905,134905,134905,80058,131088,128192,117986,134905,134905,134905,2018,131.75,89.75,134905,94,134905,134905,134905,70510,100184,134905,98201,134905,134905,134905,2019,113.5,84.5,134905,88,83.5,104,134905,65283,96872,134905,93687,97613,76495,134905
2624,"GNANAMANI COLLEGE OF TECHNOLOGY,NH-7,,NAMAKKAL DIST, PIN - 637018.",EE,7,2017,130,93.5,134905,98,134905,134905,134905,104089,132036,134905,130031,134905,134905,134905,2018,115.25,95.25,134905,84.75,134905,134905,134905,84222,97591,134905,101830,134905,134905,134905,2019,80,134905,134905,134905,134905,134905,134905,101078,134905,134905,134905,134905,134905,134905
2624,"GNANAMANI COLLEGE OF TECHNOLOGY,NH-7,,NAMAKKAL DIST, PIN - 637018.",EC,9,2017,162.25,99.5,138.5,106.25,134905,134905,134905,61512,129195,94039,125242,134905,134905,134905,2018,113.5,88.25,134905,77.5,134905,134905,134905,85642,100665,134905,103433,134905,134905,134905,2019,105,80,134905,78,80,93.5,134905,75304,100825,134905,101651,100684,87627,134905
2624,"GNANAMANI COLLEGE OF TECHNOLOGY,NH-7,,NAMAKKAL DIST, PIN - 637018.",ME,15,2017,126.25,92.5,113.25,81.5,134905,134905,134905,108052,132364,120306,134625,134905,134905,134905,2018,91,85.5,134905,77.75,134905,134905,134905,99601,101632,134905,103420,134905,134905,134905,2019,88,134905,134905,81.5,80.5,83,134905,93501,134905,134905,99535,100449,98104,134905
2625,"THE KAVERY ENGINEERING COLLEGE,MECHERI (POST) , MECHERI (VILLAGE),SALEM DIST, PIN - 636453.",CE,3,2017,83.25,134905,134905,134905,134905,134905,134905,134439,134905,134905,134905,134905,134905,134905,2018,81.25,134905,134905,134905,134905,134905,134905,102694,134905,134905,134905,134905,134905,134905,2019,87,134905,134905,134905,134905,134905,134905,94690,134905,134905,134905,134905,134905,134905
2625,"THE KAVERY ENGINEERING COLLEGE,MECHERI (POST) , MECHERI (VILLAGE),SALEM DIST, PIN - 636453.",CS,5,2017,90.5,134905,134905,89.5,134905,134905,134905,133002,134905,134905,133313,134905,134905,134905,2018,107.75,94,134905,78.75,134905,134905,134905,89893,98288,134905,103243,134905,134905,134905,2019,93.5,80,134905,82.5,80,85.5,134905,87860,101047,134905,98745,101331,95818,134905
2625,"THE KAVERY ENGINEERING COLLEGE,MECHERI (POST) , MECHERI (VILLAGE),SALEM DIST, PIN - 636453.",EE,7,2017,121.5,98,134905,80.75,134905,134905,134905,112948,129978,134905,134689,134905,134905,134905,2018,127.5,112.75,134905,90,134905,134905,134905,74341,86323,134905,100107,134905,134905,134905,2019,82,134905,134905,134905,134905,134905,134905,98921,134905,134905,134905,134905,134905,134905
2625,"THE KAVERY ENGINEERING COLLEGE,MECHERI (POST) , MECHERI (VILLAGE),SALEM DIST, PIN - 636453.",EC,9,2017,109.5,134905,134905,134905,134905,134905,134905,123061,134905,134905,134905,134905,134905,134905,2018,90.25,134905,134905,134905,134905,134905,134905,100012,134905,134905,134905,134905,134905,134905,2019,83,134905,134905,134905,134905,134905,134905,98053,134905,134905,134905,134905,134905,134905
2625,"THE KAVERY ENGINEERING COLLEGE,MECHERI (POST) , MECHERI (VILLAGE),SALEM DIST, PIN - 636453.",ME,15,2017,111.75,87.25,134905,78,134905,134905,134905,121552,133841,134905,134876,134905,134905,134905,2018,86.75,85.25,134905,79.25,134905,134905,134905,101219,101710,134905,103146,134905,134905,134905,2019,80.5,134905,134905,134905,134905,134905,134905,100398,134905,134905,134905,134905,134905,134905
2627,"SELVAM COLLEGE OF TECHNOLOGY,NH-7, PONNUSAMY NAGAR,,NAMAKKAL DIST, PIN - 637003.",CE,3,2017,93.25,134905,134905,134905,134905,134905,134905,132071,134905,134905,134905,134905,134905,134905,2018,79.25,134905,134905,134905,134905,134905,134905,103152,134905,134905,134905,134905,134905,134905,2019,80,134905,134905,134905,134905,134905,134905,101069,134905,134905,134905,134905,134905,134905
2627,"SELVAM COLLEGE OF TECHNOLOGY,NH-7, PONNUSAMY NAGAR,,NAMAKKAL DIST, PIN - 637003.",CS,5,2017,110.25,134905,95,87.5,134905,134905,134905,122471,134905,131432,133789,134905,134905,134905,2018,132.25,98,134905,82.25,100.25,84,134905,70066,96069,134905,102459,94712,102019,134905,2019,103.5,89.5,134905,83,88.5,92.5,134905,76582,92031,134905,98224,93232,88950,134905
2627,"SELVAM COLLEGE OF TECHNOLOGY,NH-7, PONNUSAMY NAGAR,,NAMAKKAL DIST, PIN - 637003.",EE,7,2017,93.75,134905,134905,134905,134905,134905,134905,131908,134905,134905,134905,134905,134905,134905,2018,87.5,134905,134905,134905,134905,134905,134905,100947,134905,134905,134905,134905,134905,134905,2019,89.5,89,134905,134905,134905,88,85,92265,92574,134905,134905,134905,93335,96558
2627,"SELVAM COLLEGE OF TECHNOLOGY,NH-7, PONNUSAMY NAGAR,,NAMAKKAL DIST, PIN - 637003.",EC,9,2017,111.75,88.75,134905,106,134905,134905,134905,121579,133495,134905,125360,134905,134905,134905,2018,93.75,134905,134905,134905,134905,134905,134905,98375,134905,134905,134905,134905,134905,134905,2019,86,84,134905,80,80,81,134905,95429,97196,134905,100819,100949,99902,134905
2627,"SELVAM COLLEGE OF TECHNOLOGY,NH-7, PONNUSAMY NAGAR,,NAMAKKAL DIST, PIN - 637003.",ME,15,2017,77.5,134905,134905,134905,134905,134905,134905,134904,134905,134905,134905,134905,134905,134905,2018,85,134905,134905,134905,134905,134905,134905,101777,134905,134905,134905,134905,134905,134905,2019,80.5,134905,134905,134905,134905,134905,134905,100282,134905,134905,134905,134905,134905,134905
2627,"SELVAM COLLEGE OF TECHNOLOGY,NH-7, PONNUSAMY NAGAR,,NAMAKKAL DIST, PIN - 637003.",BT,39,2017,138,106.5,130.75,111.5,126.25,137.25,134905,94774,125174,103466,121740,108146,95874,134905,2018,143.5,101,134905,103.75,79.5,105,134905,59882.5,94294,134905,92618,103082,91846,134905,2019,109.5,81.5,134905,96.5,80,104.5,134905,69721,99392,134905,84409,100919,75925,134905
2628,"PAAVAI COLLEGE OF ENGINEERING,NH 44, PAAVAI NAGAR, PUDUCHATRAM,,NAMAKKAL DIST, PIN - 637018.",CE,3,2017,78.25,134905,134905,134905,134905,134905,134905,134864,134905,134905,134905,134905,134905,134905,2018,95.25,134905,134905,134905,134905,134905,134905,97651,134905,134905,134905,134905,134905,134905,2019,130.5,134905,134905,134905,134905,134905,134905,48062,134905,134905,134905,134905,134905,134905
2628,"PAAVAI COLLEGE OF ENGINEERING,NH 44, PAAVAI NAGAR, PUDUCHATRAM,,NAMAKKAL DIST, PIN - 637018.",CS,5,2017,118.5,93,109.75,88,134905,106.75,134905,115689,132166,122988,133687,134905,124997,134905,2018,125,99.5,134905,91,80.75,102.25,134905,76415,95131,134905,99629,102808,93544,134905,2019,98.5,80,134905,81,80,95,97,82551,101017,134905,99704,101012,86322,83819
2628,"PAAVAI COLLEGE OF ENGINEERING,NH 44, PAAVAI NAGAR, PUDUCHATRAM,,NAMAKKAL DIST, PIN - 637018.",EE,7,2017,135.75,115.5,134905,90.5,134905,134905,134905,97491.5,118541,134905,132947,134905,134905,134905,2018,92.75,134905,134905,134905,134905,134905,134905,98948,134905,134905,134905,134905,134905,134905,2019,91.5,134905,134905,134905,134905,134905,134905,90120,134905,134905,134905,134905,134905,134905
2628,"PAAVAI COLLEGE OF ENGINEERING,NH 44, PAAVAI NAGAR, PUDUCHATRAM,,NAMAKKAL DIST, PIN - 637018.",EC,9,2017,132,91.75,105.25,79.75,126.25,134905,134905,101843,132567,125856,134776,108244,134905,134905,2018,98.75,92.75,134905,134905,87.5,134905,134905,95550,98834,134905,134905,100958,134905,134905,2019,88,81,134905,134905,85,86,134905,93636,99707,134905,134905,96571,95420,134905
2628,"PAAVAI COLLEGE OF ENGINEERING,NH 44, PAAVAI NAGAR, PUDUCHATRAM,,NAMAKKAL DIST, PIN - 637018.",ME,15,2017,130,88,114.75,104,128.5,134905,134905,104208,133665,119079,126599,105794,134905,134905,2018,118.25,94.25,110.75,84,85.75,134905,134905,81971,98167,87706,102005,101513,134905,134905,2019,87,134905,134905,134905,134905,134905,134905,94404,134905,134905,134905,134905,134905,134905
2628,"PAAVAI COLLEGE OF ENGINEERING,NH 44, PAAVAI NAGAR, PUDUCHATRAM,,NAMAKKAL DIST, PIN - 637018.",AU,31,2017,145,105.25,134905,84.5,125.5,134905,134905,85893,125932,134905,134293,108930,134905,134905,2018,106.75,86.75,90.25,100.5,98.5,83,134905,90682,101192,99979,94550,95802,102299,134905,2019,83.5,134905,134905,134905,134905,134905,134905,97579,134905,134905,134905,134905,134905,134905
2629,"SENGUNTHAR COLLEGE OF ENGINEERING,TIRUCHENGODE,NAMAKKAL DIST, PIN - 637205.",IT,33,2017,91.5,134905,134905,134905,134905,134905,134905,132698,134905,134905,134905,134905,134905,134905,2018,87.75,134905,134905,134905,134905,134905,134905,100850,134905,134905,134905,134905,134905,134905,2019,83.5,134905,134905,134905,134905,134905,134905,97648,134905,134905,134905,134905,134905,134905
2629,"SENGUNTHAR COLLEGE OF ENGINEERING,TIRUCHENGODE,NAMAKKAL DIST, PIN - 637205.",MD,44,2017,162.5,145,137,132.75,134905,134905,134905,61316,85867,95928,101166,134905,134905,134905,2018,142,85.75,117.25,95.75,83.5,105,134905,61385,101561,82717,97300,102151,91839,134905,2019,125,80,99,84.5,84.5,112.5,134905,53224,101112,81676,96623,97032,66614,134905
2630,"CHETTINAD COLLEGE OF ENGINEERING AND TECHNOLOGY,NH-67 KARUR - TRICHY HIGHWAYS,,KARUR DIST, PIN - 639114.",CE,3,2017,135.75,119.5,134905,100,134905,134905,134905,97640,114734,134905,128943,134905,134905,134905,2018,85.25,134905,134905,134905,134905,134905,134905,101671,134905,134905,134905,134905,134905,134905,2019,82.5,134905,134905,134905,134905,134905,134905,98563,134905,134905,134905,134905,134905,134905
